  0.0900	 0
 12.9700	 0
 25.7300	 0
 38.4400	 0
 50.2900	 0
 62.0800	 0
 73.8600	 0
 85.6400	 0
 97.4000	 0
109.1600	 0
120.9100	 0
132.6600	 0
144.4000	 0
156.1400	 0
167.8700	 0
179.5900	 0
191.3100	 0
203.0300	 0
214.7500	 0
226.4600	 0
238.1700	 0
249.8800	 0
261.5800	 0
273.2800	 0
284.9800	 0
296.6800	 0
308.3800	 0
320.0700	 0
331.7600	 0
343.4500	 0
355.1400	 0
366.8300	 0
378.5200	 0
390.2100	 0
401.8900	 0
413.5800	 0
425.2600	 0
436.9400	 0
448.6200	 0
460.3000	 0
471.9800	 0
483.6600	 0
495.3400	 0
507.0200	 0
518.7000	 0
530.3800	 0
542.0600	 0
553.7400	 0
565.4200	 0
577.1000	 0
588.7800	 0
600.4500	 0
612.1300	 0
623.8100	 0
635.4800	 0
647.1600	 0
658.8300	 0
670.5100	 0
682.1800	 0
693.8600	 0
705.5300	 0
717.2100	 0
728.8800	 0
740.5600	 0
752.2300	 0
763.9100	 0
775.5800	 0
787.2600	 0
798.9300	 0
810.6100	 0
822.2800	 0
833.9500	 0
845.6300	 0
857.3000	 0
868.9800	 0
880.6500	 0
892.3200	 0
904.0000	 0
915.6700	 0
927.3400	 0
939.0200	 0
950.6900	 0
962.3600	 0
974.0400	 0
985.7100	 0
997.3800	 0
